A                   , B                   , C                  , D                   , E                   , F                  , G                   , H                   , I                   , J                   , Category, Salary
                    , -14.66070552        , -40.03973447       , -195.1707296        , -64.01127658        , -77.16864583       , -79.47730872        ,                     , 12.224855319600351  , -136.1295934        , D       , 44652
                    , -129.9678552        , 181.0526087567177  , 149.27226286916297  ,                     , -197.659432        , 12.804424301252007  ,                     , 31.691698698839808  ,                     , D       , 33996
45.17039533959419   , -111.6439532        , 29.404108716401765 , 85.38235753356543   ,                     , 29.99564687558586  , -55.27807175        , 199.61697209412296  , -132.6827139        ,                     , E       , 100591
                    , 179.30526852166076  ,                    , 18.967154398933594  , -162.9193187        , -134.9981117       , 89.77470476246219   , 102.81623114694713  , 23.935893236764695  , 74.10816654902409   , D       , 30943
104.48787426539725  , -68.41768638        , -139.8961434       , -1.37033862         , -57.72011859        , 38.86214802009952  , 54.80286120879263   , -68.16507906        , 70.41085429664432   , 65.41383759513081   , B       , 
                    , -40.7792377         , 77.99221648        , 52.000228067519295  , 64.01846447565607   , 167.77885630885262 , 32.77741899254117   , -60.6962224         ,                     , 112.79361599938218  ,         , 71940
35.73076760354482   ,                     , -202.9552191       , 91.06670878         , -26.11373354        , -35.35209949       , -76.48078401        , 89.95710139         , 61.35361772832246   , -114.2382025        , C       , 
16.492143792507125  , 70.61143306804705   ,                    , 110.78403000269388  ,                     ,                    ,                     , 18.062576940507984  , 31.118649670435428  ,                     , B       , 80765
                    , -23.84833043        , -92.2657808        , -120.8030388        , -7.229899956        , 70.18220302806755  , 30.094660485915924  , -68.75224225        , -14.54715995        , 92.98964446296162   , C       , 63692
68.31292450600223   , -55.27700132        , -61.74963757       ,                     ,                     , -173.578893        , 206.70696873861147  , -85.51181569        , 110.89808553132174  , 181.81062078919905  , D       , 64478
21.620140852798844  , -10.00142564        , -132.2365256       , -50.46001216        , 160.3965047869026   , 35.12526296        ,                     , 131.21232091756625  , 69.62905485         , -14.78731478        , E       , 35155
21.62558357         , -76.80650374        , -56.10406464       ,                     , 55.74710623736896   , -124.7362973       ,                     , -38.98621601        ,                     , -38.44915495        , D       , 
-232.1403263        ,                     , -109.9486882       , -27.99160426        , -227.9789823        ,                    ,                     , -11.72963722        , 49.87918734043764   , -51.27305564        , B       , 99107
                    ,                     , 68.03783769852188  , -132.4388126        , -46.52272763        , -24.71164009       , 285.1407645284945   , 22.337119471989173  , -190.5573579        , -215.2850902        ,         , 123867
73.04988302637499   ,                     , -28.09744846       , -34.08195921        , 43.077417619759615  ,                    ,                     , 103.72643892756864  , -61.31821284        , 105.0117865821371   , C       , 88028
-76.09867903        , 12.177912746053824  ,                    , 107.0350951071872   , 23.29886674814239   , 18.323909579899972 , 61.97061801791115   ,                     , -129.1180534        , -127.2082354        , A       , 34338
-210.9059103        ,                     , -39.57297737       , 82.01972454         , 40.37105734544909   , -100.2426682       ,                     ,                     , -60.92234803        ,                     , A       , 
251.07434705476726  , 111.62036417435479  , -2.695636736       , 125.95077599561242  , 171.29026503108034  , -139.2370782       , 122.48547613625303  , 76.96820187432051   , 118.81190566564999  , 81.32874560169007   , A       , 
-22.77290075        ,                     , 33.95986085821489  , -43.43270207        , 50.59780150403742   , 97.23959017278607  ,                     , 39.31363835222252   ,                     , -66.00757331        , B       , 92429
-82.18244586        , -140.2816287        , 151.8020034046745  , -22.34172481        , -342.7575102        ,                    , 37.582710450730254  , -186.6567683        , -83.23962083        , -87.62890346        , E       , 106452
-74.22676908        , 121.27758617035703  ,                    ,                     , 112.23899422205936  ,                    , -174.0978258        ,                     ,                     , -93.3890134         , B       , 43414
                    , 11.287876365258372  ,                    , -112.2943643        , 92.75275880357027   , -64.7861937        ,                     ,                     , 7.019779152450324   , -63.58858979        , D       , 114086
                    , -79.62808004        ,                    , -49.10039751        , -14.34571949        , -9.51422808        , 161.2270121633628   , 89.03085873913994   , 79.06807582779592   , -157.7886623        , D       , 93658
-65.63923876        , 118.86187158289152  , -117.0930815       ,                     , -106.5261504        ,                    ,                     , 71.92706415763885   ,                     ,                     , D       , 114446
-13.92883622        , -69.15967079        , -40.20902594       , -19.18264544        , 177.6286069327917   , -133.6356431       , -55.36614486        , -91.29633663        ,                     , 185.3788259339097   , D       , 48202
30.87863598         , 39.10158348435843   , 9.132092304193566  , 43.74789892811249   , 77.31551623576271   , 42.56405128868214  , 49.88343282782945   , 77.54143634938751   , -177.8278101        ,                     , A       , 133887
30.52090420845176   , 41.61481805192913   ,                    ,                     , -71.99064047        , -177.4844736       , 98.31371013056565   , -113.4371603        , -16.04538631        ,                     , B       , 60260
158.70092798760794  ,                     , -31.04564629       , 74.78658687259824   , 215.64741676081866  , 40.56895270580885  , -37.74194616        ,                     , -157.2679069        , 4.642926006439702   ,         , 
199.3957654956412   ,                     , 10.777765615764832 , 2.0636540357505586  , -39.54762804        ,                    ,                     , -33.18200525        , -249.0751738        , 46.56175052787541   , D       , 
213.3126076520104   , -37.62614081        , -147.1163383       , 67.74129847324792   , 174.38322641840034  , 52.93735697152353  , 172.47000541665105  , 79.36685456257128   , 70.68509856776927   , -51.80006827        , C       , 132713
28.540689075321694  ,                     , -6.373572057       ,                     , 22.561346745855392  , -129.6344984       , 81.17183992815747   , -87.77452928        , -25.0271225         , 33.05598930351649   , C       , 42572
                    , -196.6463062        , -38.30466777       , -143.1097493        ,                     , -115.3503573       , 148.51555637091622  , -0.579288924        , 5.917419459422928   , -198.0631329        , B       , 
14.486262885052328  , -8.017991687        , -129.9089035       , 8.726833879680854   , -39.79230108        ,                    , 2.588176219         ,                     , 24.645662694886806  , -8.655548235        , E       , 63402
47.27684683865754   , -52.8674594         , -106.4919753       , -70.88685284        , 144.26567688517787  , 95.59665262067465  ,                     , 128.27139581702195  , -46.63180572        ,                     , A       , 124688
7.583900284796226   ,                     ,                    ,                     , 7.227147762         , 53.22623999156977  , 65.57172211         , 9.367103234         , 12.399078406580802  , 22.589802074870438  , D       , 128401
                    ,                     , -96.96796612       ,                     , 26.97843988390912   , 26.27495501508767  , 66.74954987133563   , 21.39928931237631   , -55.92824784        , 62.880914010825876  , E       , 
                    , -44.75771789        , 69.03606245779113  , 65.10338582819996   , 21.476649160079223  , 171.71191539945573 , 132.68267347702846  , 100.1857194053802   ,                     ,                     , E       , 
-46.48003293        , 86.03630993         , -25.2634298        , 1.1927715647822608  , -98.59199658        , 60.665945771312735 , -147.1007246        , -9.643822116        , -1.535573752        ,                     , C       , 114381
-175.7214759        , -176.4631094        , -74.61724067       , 53.90503287620641   , 28.89248614419439   , -1.643535883       , -88.4588486         , 34.113222126110756  , -179.9029278        , -239.6549482        , A       , 100757
                    , -54.60513801        , 101.3171297647458  , 15.79837777728344   ,                     , -54.82150687       , 48.677229152216114  , -25.22771294        , 138.1719724131138   , -20.40504471        , E       , 79847
85.44067801457649   , -107.7618965        ,                    , -8.404341193        ,                     , -219.7186941       , -33.26444464        ,                     ,                     ,                     ,         , 77387
-154.0667131        , -233.0663478        , -26.23128285       , -29.61451208        , -24.4953583         , 25.285824589835155 , -87.93968232        , 179.08560134459205  , -3.329400813        , 128.64304630614842  , A       , 44094
-167.9899241        , -83.45296501        , 68.63148050442302  , -22.65642757        , -107.3179387        ,                    , 73.32036722403647   ,                     ,                     , -49.59061908        ,         , 58742
-111.3090028        , -5.29815399         , -131.5318604       , -75.15840806        ,                     , -185.0835763       ,                     , 149.4195951449163   , 81.62597193826532   , 39.821287842648395  , C       , 65079
-46.35728462        , -64.58880544        , -224.8130866       ,                     , -40.22404487        , -69.80344087       , -2.008102888        ,                     , -63.55572974        ,                     , D       , 48657
73.06027791124244   , 89.62785583732786   , -10.33027836       , 51.123573226114274  , -89.57046006        , 66.62585402503062  , -20.44026073        ,                     , -2.276667122        , -29.20540302        , E       , 
232.3069327220917   ,                     , 157.9717467448222  , 113.12871063587266  , 3.778059979749919   , -44.37192029       , -174.0226581        , -87.09435507        , 66.27534577542143   , -30.21303851        , E       , 139648
                    , -203.0275151        ,                    ,                     ,                     , 37.15639063567994  , 134.35346536084606  , 168.00866493394656  , -50.34990709        , 77.99303446115337   , D       , 
142.97898200054152  , 40.13813907803787   , 128.50775889968108 ,                     ,                     ,                    , -16.46001577        , 43.371616987636365  ,                     , -22.35863731        , B       , 39625
76.08736809468034   , 205.25575331761004  , -204.9438492       , 197.6576667323617   , -25.98717644        , 96.4899869         , 116.10926999917403  , 156.4496773940547   , -72.79618647        , -22.52713081        , D       , 
-5.359609895        ,                     ,                    ,                     , -161.8547665        , -63.30138223       ,                     ,                     ,                     , -65.44766723        , A       , 132784
-40.30329646        , -27.47652923        , 14.074249383524485 , 51.608277863552445  , 80.72554279353683   , 225.55169829365215 ,                     ,                     , -158.7556748        , -37.91829856        , E       , 57843
-27.04168935        , -101.7314889        , -53.59927314       , -10.74847177        , -50.46633742        , 260.1834188        , 51.22753415777298   ,                     , 149.26511788340048  , -63.92461335        , E       , 117931
3.756046741981141   ,                     ,                    , -97.64336692        , -44.15353292        , 35.951888153323864 , 33.31220569422039   , 25.340366521626677  , -5.967482488        , 86.07424252369404   , D       , 72251
-25.70430261        ,                     , -184.7597557       , 65.6811024          , 48.83711122473572   , -67.45665573       , -35.52310269        ,                     , 91.59352471487495   , -174.9463168        , B       , 115519
62.82460676542554   , -45.76511856        ,                    , -183.9275214        , 244.52989651212073  ,                    , 142.99611867896778  , -6.918461973        ,                     , 26.511400538141128  ,         , 56646
102.91254449563685  ,                     , 70.15888492870094  , -1.217849866        , 57.70440826         , 1.0975357338979945 , -57.18688388        , -111.3123251        , 67.26451120470253   ,                     , E       , 
                    , 42.75963194405732   , 94.46988718        , 140.6069279769642   , -187.6417847        , -234.1797444       , 171.7947359879645   ,                     , -108.6243287        , -28.76143119        , C       , 92001
-165.3971579        , -38.15866973        , -94.81053441       , -23.33408697        , 27.98413049071018   ,                    , -39.40472854        , 25.799579679164626  , 104.4291797949948   , 160.29643469216657  , D       , 58263
-21.8538254         , 182.48891519232367  ,                    , -123.2008454        , -126.1208256        , -57.72878506       ,                     , -50.13673156        ,                     , -22.88842089        , B       , 59000
-198.0571968        , -105.4985647        , -58.70284063       , 14.966891092469146  , 102.41623266068783  , 69.41359433717645  , -117.9324798        , -37.17122622        , 7.637558870256657   , -26.22071244        , A       , 57389
-26.92952259        , -172.2743325        , -115.2734151       , -40.29398491        , -309.3225675        ,                    , -137.26791          ,                     , 59.89160045         , -54.36930431        , A       , 
100.05483257015378  , 74.31973449249331   ,                    , -42.17596152        , 109.72327856643567  , 23.20138394076642  , 104.46971683681423  , -238.8974074        , 9.848509701946211   , -157.7409087        ,         , 101541
-2.578850749        , 71.38202083458839   , 173.91401457491028 ,                     , -52.57048053        , -9.553290708       , -97.45311015        , 97.85597287892571   , -7.009454537        , 12.195702337604605  , E       , 30001
                    , -7.171151638        ,                    ,                     , -85.61813595        , 10.798088911648625 , 99.69377208017967   , -117.4978292        ,                     , 4.924993592         , E       , 
-76.77996167        , 3.174527441196894   , 32.04035206097007  , -214.3686229        , 68.98494276585421   , -116.9668503       , -2.234795056        , -65.93823354        , -55.19570148        , 169.39579396179883  , A       , 53955
31.926752079566107  , 90.46884029535909   , 15.094135420274291 , 62.00135746549539   , 41.737836214345194  , 25.445614468682574 , 110.71559091646799  ,                     ,                     , 96.05315728124378   , A       , 
-113.9540698        , -17.6549709         , 39.707759949066826 , 4.449683571203692   , 68.6873419          , 79.70167048338736  , -135.9586986        , 128.10775447164946  ,                     ,                     , C       , 101628
-59.91223927        ,                     , -26.70676981       , -66.35516443        , -42.39591574        , -179.4691659       , -84.2163764         , -123.9583549        , -26.91693305        , 66.41932702735924   , B       , 
55.38759009         ,                     , 103.39758172966206 , -52.85967149        , 1.9071400753713184  ,                    , -215.1052683        , -121.7259537        , -16.72866772        , -17.28964351        , C       , 116840
51.232505420516695  , 46.364162953584795  , -177.0692502       , 51.85967344575301   , 17.858720645376373  , 62.33731816446291  , 106.68655876415893  , -14.28829728        ,                     , -88.94004539        , C       , 
-94.57381204        , 42.87721901355411   ,                    , 26.16325646189695   , 199.29821198444915  , 39.349507350397566 , 21.216953886411957  , -86.92203787        , -169.9979807        ,                     , B       , 99742
106.68702466081963  , -32.29380071        , 40.14624992        ,                     , 140.1516313         ,                    , 17.010647865734285  , -151.8633049        , -63.01946442        , -28.0755808         , B       , 93066
-85.23316114        , 24.84532629527643   , 191.1648183486101  , 151.77615926616167  , 24.38798618312071   ,                    , -72.86043154        , 146.40893506688016  ,                     ,                     , C       , 
                    ,                     , -20.87867567       , -113.4252703        ,                     , -159.1054001       , 76.75139022007114   , 120.53449694266808  , -216.1807864        , 183.8305516151506   , C       , 76141
-1.200823664        , 28.985320487683808  , -147.2412836       , 132.08257501648652  , 20.025009316683413  , 113.88262397712991 , 122.08583206477435  , 133.4874423         , -64.82807759        , -20.79620079        ,         , 64523
-61.17020747        , 89.50964627412831   , 33.28892293637407  , 106.9144864013238   , 111.27388030572322  ,                    , 135.07701305538723  ,                     , -36.92248832        , 34.97927665296289   ,         , 66095
-12.36695716        , 61.60556786311759   ,                    , 47.89272411691076   , 6.730530466         , -43.21939035       , 19.01362449020588   , 270.6469573488758   , -68.55366298        , -24.99435913        , D       , 51792
-66.81123996        , -56.32163855        , 81.57743534        , 71.58824596         , -0.586350332        , 102.6296585269112  , 79.34432954943101   , -16.2334186         , -153.3864742        , 82.97830079490026   , C       , 37061
16.96646210019749   , 2.2223463700592005  ,                    , 74.46489491         , 34.84962524285009   , -23.68280428       , -122.5454547        , 106.79291018800762  ,                     , 25.54028999455957   ,         , 
-265.6773995        ,                     , -24.12037035       , -61.84956851        , 75.42352785642844   , 71.48600341672774  , 43.682471719238784  , 103.78909147677426  , -102.2298514        , -45.36540568        , D       , 126572
                    ,                     , 72.71692217035421  ,                     ,                     ,                    , 213.19836495006172  , 202.92973556024228  ,                     , 114.61704509257484  , B       , 36601
                    , 101.3286498231345   , -17.59783315       , -128.5439899        , -353.2818188        ,                    , 27.906250868529263  ,                     , 3.662503215139047   , 100.29101347175889  , A       , 65524
                    ,                     , 105.40356825285855 , -246.4674485        ,                     , -39.99613496       , 136.06112048522843  ,                     , 51.65849695700943   , 92.15169693346942   , C       , 
                    , -13.93703083        ,                    , 94.62932468295944   , 67.50818408121937   , -23.32020301       , -104.740805         , 103.8146696         , -6.76527766         , -161.8376566        ,         , 
-153.2380399        , 43.76334300729764   , -127.5806193       , 185.96474936036137  , -93.70702844        ,                    , 15.911196616030546  , -72.93777392        , -223.9827031        , 19.089509761622743  , C       , 125268
-75.32399901        ,                     , -12.23310522       , 26.32912480718034   , 156.18701206560596  ,                    , -46.88446543        , -166.5797303        , -19.51839511        , 40.98699892749663   , D       , 131438
-48.34948776        , 41.64305004054911   , -17.75085255       ,                     , 31.19850711831046   , -20.58321336       , 12.275782140935803  , -56.69498832        , -65.5402523         , 15.741080755296519  , A       , 81720
-23.0599912         , 172.4278249169265   , 79.87305121611647  , 54.500425946768814  , -17.74808015        ,                    , -80.75949276        ,                     , -27.49843863        ,                     , A       , 
65.60749654854953   ,                     , 115.92031914699048 ,                     , 25.716294417016165  , 34.38442277788009  , 24.572628435858903  , 128.18902479401424  , 80.37743227471927   , -131.940322         , A       , 138119
-11.43310991        ,                     , 215.15410636950057 ,                     , -98.24839033        , 43.83254294766438  , 49.69857196237791   ,                     , -22.0261003         , 94.89039560620853   , E       , 
-85.35981543        , -34.09533429        ,                    , 109.3894597620588   , 28.54942032863437   ,                    , -96.45063933        , 187.3415123612151   , 108.3217748         , 84.15502815234794   , E       , 33066
1.2246940973342466  , 150.8473240120409   , -110.3404786       ,                     , -44.32735065        , -24.88933197       , 72.57892648         ,                     , -43.46998595        , -49.51576481        , E       , 
-198.6345746        , 76.32036192756561   , -100.6630073       , 185.84094056592778  , -28.76125498        , 130.94397974459577 , -180.9031033        ,                     , 98.85557325118116   , 130.35636343644336  , A       , 127193
-152.8038773        , -70.27186371        , 57.65099527560802  , 14.844197884410951  ,                     ,                    ,                     , 260.84654482798135  , 10.397992400908915  ,                     , A       , 105015
5.6243745622817505  , 128.40533990474367  , 82.91162842568113  , -106.6380571        , -61.27020105        , -100.9296793       ,                     ,                     , -59.56862261        , -67.55520406        , A       , 114756
80.52312729669104   , 90.49201496591336   ,                    , -42.55573586        , 30.584364441417755  , 11.09150976333842  , -93.62603724        , -92.64938429        , 41.196504454313526  ,                     , E       , 92612
55.335171084221145  , 79.10230386937181   , 149.93826224975288 , -77.59043861        , 63.02361987253822   , 74.91988165286851  , -31.21304125        , 12.186318356926854  , -28.65585567        , 210.85903833571749  ,         , 50938
10.485269044110616  , 45.15051087113935   ,                    , -47.96345663        , -130.2002662        , 109.98686247253329 , 76.84374973966008   ,                     , -90.03699031        , 17.99085264201432   , D       , 
-49.76968063        , -22.20425686        , -126.3559945       , 21.706958064802997  , 23.700320198874945  , 109.47228842396844 ,                     , -33.35624772        , -155.6760866        ,                     , A       , 120195
89.28231165569592   , 2.873844140680185   , -132.9231055       ,                     ,                     , 96.52257088666633  , 29.03376352416373   , -149.3357189        , 40.42119146002209   ,                     ,         , 131035
                    , 97.17380125217053   , 76.55040837808318  , 109.30998828254232  ,                     , 88.30245578661871  , -58.61362638        , -25.75659346        , -32.62932244        , 2.386501822449396   , C       , 
-128.6491086        , -22.50049031        , 145.16573015187387 , -109.2528162        , -132.9321282        ,                    , 266.18594440746415  ,                     ,                     , 6.832041301         ,         , 46490
22.763939924681758  , -64.04499757        ,                    , -15.76831322        , -72.47550882        , -39.6934607        , 35.30915773303456   , -99.71531796        , 260.99494209478524  , 75.31566108861996   ,         , 132755
-127.0084739        , -247.7903509        , -68.75032851       , 68.43606496072474   , 49.04698944501049   , -11.08485103       , -60.14424611        ,                     , -40.25830711        , -101.2379974        , A       , 130823
-39.88777562        , 133.0950935822822   , -77.12397992       ,                     , 76.34238129842029   ,                    , -84.33718746        ,                     , -92.57640397        , -5.748574921        , D       , 134940
203.99838221685255  , 97.98322571         , 8.523045174        ,                     , -5.592208531        , 101.82318332034738 , -204.6265431        , -13.92659964        , -208.6339907        , 16.13551882318289   , D       , 31759
-23.61778983        ,                     , 71.18273685976672  , -52.60876875        , -40.62162566        , 38.06965302297806  , -57.25605926        , -3.237278638        , 131.66980645148692  ,                     , C       , 75691
-44.7674366         ,                     , 315.80734261856236 , 60.82426625071672   , 113.2068339047842   , 76.81257118783844  , 83.53938659852992   ,                     , 36.52692000590921   ,                     ,         , 
35.78645563429395   , -10.83435924        , 54.54569028494952  , -7.085916664        , 76.31642927         , 93.99325711491802  , -291.2160025        , -43.38928182        , -185.7386906        , 23.894455464199435  ,         , 
-30.07083779        , 135.58284705866055  , 20.724466180087724 , -48.55299765        ,                     , -31.82024578       , -49.79975559        , 39.36254146418557   , 161.29713899394713  , 85.35519082398223   , B       , 77611
56.69309652814761   , 275.09485335216635  , -73.24100364       , -75.47178369        , 14.556948043974275  , 151.50263841047143 , -94.16859763        , 175.4572598         , -143.9122489        , -12.12180507        , E       , 102537
17.34656656686497   , -88.26319163        , -62.12343649       , 79.66304793356655   , 144.15557425112337  , -211.4610362       , 18.023638545931455  , -11.33089036        , 10.739635562395039  , -31.67664756        , A       , 116616
-129.048697         , 154.2296978044621   , 115.93295983306997 , -10.39891889        , -48.83132125        , -60.9440629        , -258.5653225        , 35.38200746024114   , 78.03235903028443   , 13.790211610976858  , C       , 76613
-8.63364346         , 13.338350848658456  , -85.32259808       ,                     , -16.63330282        , 69.66765747648957  , 137.88583732951116  , -22.9147843         ,                     ,                     , B       , 83846
201.14911125889213  , -95.78064351        , 88.58407471328125  ,                     ,                     , -70.07245777       , 57.495668283325266  , 35.321677280416495  , 69.47741713         ,                     , C       , 128481
16.704655337656373  , -119.2224849        , 6.664000216842422  , 24.15567942         ,                     , -19.67643954       , -40.90678337        , -137.1193996        , 54.741279206413004  ,                     , C       , 120386
                    ,                     , -54.78328533       , -128.128492         , 43.42359392005308   , 2.8188283437192063 , -238.5554143        , 161.0028715740119   , 41.59643763371159   ,                     ,         , 35811
-42.19768641        , 40.52941105         , 45.13959524        , 40.13213737267121   ,                     , 129.52712338333455 , 200.55930636183965  , -83.68421824        ,                     , 36.11821670416381   , B       , 
                    , -61.80150724        ,                    ,                     , 127.59279527788632  ,                    , 46.315296353797066  , 24.27577358937702   , 1.7657445179986058  , -81.60091652        ,         , 91424
-94.32110892        , 66.66747799559565   ,                    , -177.6918825        , -3.176132329        , 145.52403021497494 ,                     ,                     , 67.52148653262327   , -182.3496433        , C       , 47817
-21.33329162        , -113.9457245        , -100.7178114       , -40.24182077        ,                     , -120.6300703       , -5.923175154        , 222.7139060535686   , 75.77433174478561   , 101.05327670383551  , D       , 41988
                    , -69.75136127        ,                    , 109.76942609423341  ,                     , 19.45510073683852  ,                     , 246.28739651691524  , 83.94432171563457   , -31.51593572        , B       , 87392
-7.403700626        , -105.4151397        ,                    ,                     ,                     , 218.08201187667765 , 63.240004495497736  ,                     , 90.64525405197978   ,                     , A       , 83435
83.78567782763992   , -136.909186         , -81.03141572       , 148.84708301231754  , 169.31374915640563  , 141.51127269680543 ,                     , 57.73682982138632   , 50.708336283043074  , -91.32069012        , B       , 50186
-58.05314408        , -198.8260922        , -32.14860124       , -205.8526089        , 108.09661708636942  ,                    , -202.6169246        , -18.98636922        , 196.7655622         , -12.56661508        ,         , 87875
-99.83709436        , -178.5502269        ,                    , 53.55799678560016   , -43.38726223        ,                    , -42.97466634        , -14.02399495        , -122.7162999        , 31.610499368937838  , E       , 89315
-142.2706244        , -75.5842458         , 101.08276976651238 , 37.62049997251888   , 68.56818462013827   , 215.03883928178863 , -5.96540103         , 2.146026002         , -26.43209559        , -44.34141474        , B       , 88575
-101.0590827        , 8.40648112          ,                    , 41.07703391928961   , 6.436382686707809   , 92.61708048199819  , 2.943669074238712   , -40.93018882        ,                     , -154.8975212        , B       , 
146.04151779364852  ,                     , -92.56671433       , -41.75382283        , -27.83887865        , 163.85124359027736 , -32.81471031        , 263.33835654016434  , 6.3697204653182515  , 205.70282489712574  , E       , 89137
                    , 36.10374198447618   , 157.78481332374875 , 112.22297939402996  , 63.467908418608886  ,                    , -49.8392712         ,                     , -67.62307418        , 175.22731900835547  , A       , 
145.07600210860957  ,                     , -235.4651288       ,                     , -101.3264309        , -49.39359715       , -105.4409048        , -160.9538077        , 188.32043683309013  , -68.36682039        ,         , 120265
141.2667803259167   , -22.13709098        , -113.0804205       , 50.90683899290029   ,                     ,                    , 14.490593433976803  , -81.22128357        , -162.1136354        ,                     ,         , 
96.39177026338356   , -90.15912589        ,                    , 150.55071485491968  , -8.976488727        , 8.609437179585894  , 5.521235360038612   , -68.23444259        ,                     ,                     , A       , 75559
36.81831970072732   , 75.78723619         , 80.50822384378519  , -37.85428538        , 109.33085409306464  ,                    , 7.074222179101906   , -333.9356663        ,                     , -152.1097902        , D       , 
                    ,                     , -107.1986386       ,                     ,                     , -104.3763098       , -71.02213309        , 54.013632184486504  , 139.9441679203903   ,                     ,         , 58733
132.24586416082772  , 4.7403550611460235  , 23.613816092522313 , -6.380455773        ,                     , 43.93000367        , 74.03211861820446   , -88.46113036        , -18.93004696        , 166.9275097223265   , D       , 108270
17.718865431852322  , 28.66938544291486   , 116.72685389674271 , -50.12444993        ,                     , 81.68448965985797  , 123.89022312783422  , -236.5143294        ,                     , -99.83653063        ,         , 
-12.38251034        , -92.26727766        , 66.41054995099086  , 17.241034104890115  , 88.91901693541645   , 95.30079573735681  , 67.90860184158487   , -33.57905511        , 10.42775387566231   , -46.08739053        , C       , 113714
-136.4735314        , 95.37878470877153   , -8.406462727       , -150.2611964        , 53.69495710876008   , -22.39489176       , -205.9803973        , -137.3729272        , -70.06111587        , 21.051205844388598  , A       , 124671
78.80199850505609   , 75.37689306975565   ,                    , -3.436237169        , 172.2232310598217   , 69.98712439998862  , 22.210536924228983  ,                     , -39.90350032        , -5.724360103        , E       , 88141
-208.195404         , -38.67476625        ,                    , 14.837527728709606  , 10.673977736161183  ,                    , 35.78254156223773   , -78.64838043        , 2.365751219032361   , -113.5219125        , E       , 
18.36121706202837   , -83.77499524        ,                    , -51.02406218        ,                     ,                    ,                     , -120.7331997        , -52.12665973        ,                     , B       , 142535
133.83685495365273  , -252.8715764        , 61.51632037        , -38.35655644        , -49.46103469        ,                    ,                     , 62.08172009119944   , -53.67864712        , 165.85920158136227  , C       , 107994
62.38667842924046   ,                     , -16.60561178       , 118.98542038281023  , 133.60196867583153  , -116.1382147       , -70.18981054        , 63.463020639202725  ,                     ,                     , B       , 
-74.24448597        , 7.8612625966544325  , 147.66934307459843 , 4.103426005214217   , -126.394077         , 10.958322757742064 , 78.27480712298537   , -10.13773113        , 125.81668124839102  , 86.58490355174857   , B       , 53826
-6.17589237         , 4.3144019640461675  , -184.1759705       , 121.0226724912163   , -32.95173487        , -39.99567393       , -54.98536065        , 45.66975625         , -112.8693001        , -98.41727817        ,         , 106156
-5.25251017         , -62.65133316        , 33.523357337308184 , -58.98892794        , 159.5036264375587   , 69.34575067844044  , 68.08862123789486   , -60.49617538        , 240.56796744394484  , -43.90110143        , A       , 97295
-71.38102773        , 70.67425969553479   , 19.522813294033114 , -81.83843092        , 219.58471620885808  , 97.55994981928379  , 0.4005301267938927  , 240.11101310832612  , 81.07801442882526   , -1.190096979        , E       , 
228.14376451769274  ,                     , 61.52452623203697  ,                     , 4.941348569964708   , -41.06929959       , 143.97357460414526  , -160.9414143        , 136.58704330648482  , -87.73425287        , E       , 87746
-5.792120316        , -29.52163878        , -52.01524865       ,                     , -0.518921333        ,                    ,                     ,                     , -53.7775499         ,                     , B       , 
-45.03089935        , 49.42045263945343   , 3.7124917958037336 , 181.50636689731425  , 261.28174737213055  , -46.42183963       , -83.33177577        , 112.9816546358944   , 33.52082420325455   , 113.58742770149732  ,         , 119670
39.88307312045092   , -19.43578467        , -18.86850482       , 43.27767783660504   , -21.11138957        , 121.95012431978694 , -130.233724         ,                     , -187.3400748        , 14.510228636122207  , E       , 135616
                    , -151.6355704        , -206.0019417       ,                     , 4.568432656033935   , -60.21841288       , -104.0948901        ,                     , -123.2184678        , 67.91173315494466   , B       , 58000
                    , -112.2805933        ,                    ,                     , -137.1465757        , 28.745526050670144 , -96.07599977        ,                     , 40.0641589          , 217.34828299444774  , D       , 
-91.101699          , 71.98805836570013   ,                    , -47.47434548        , 107.13760097501539  , -84.35228109       , -115.4113227        ,                     , 159.47837964867472  , 74.99947052911516   ,         , 60786
-140.7017381        , -61.5333044         , 97.95982415768088  , 158.1110218         ,                     , -57.91725341       , 164.6018839368619   , -7.459358516        ,                     , -77.49325382        , C       , 111274
-119.5018347        ,                     , 142.09578654605897 , -65.62933161        , 173.18259267219165  ,                    , 47.41080013         , -71.79170301        , -51.41271781        ,                     , A       , 59005
-196.5548994        , -48.68201434        , 0.44896312334269356, 130.9518906467237   ,                     , 81.21381111144731  , -206.049382         ,                     ,                     , 13.02729690747601   , C       , 
40.63431191792189   , 21.017955735585954  , -10.67797587       ,                     , -88.95409183        , 99.64319432216038  , -59.73774588        ,                     , -149.2086257        , 85.85733615249258   , D       , 51444
-131.948304         , 91.59628086021071   , -106.2711761       , 101.45080303277749  , 1.0192915306325905  , -55.87573964       , 160.04017554481237  , -6.885499282        , -36.18122933        , 90.91179275980095   , D       , 46740
-148.0457112        , -252.7165604        , 115.79799736368766 , -83.63020787        ,                     ,                    , -116.3989464        ,                     , -41.01701902        , -107.7340336        , A       , 39418
-105.1296372        , -173.2838754        ,                    , -93.54007444        , -3.47221277         , -18.17224945       , -94.15566812        , -152.2899714        , 253.3710829130129   , -4.853252598        , D       , 103732
